"5.6","3.74","4.89","2.76","2.62","2.45","3.8","3.97","4.09"
"6.6","4.33","3.78","2.62","2.45","2.55","3.97","4.09","4.09"
"4.32","4.29","3.34","2.45","2.55","3.06","4.09","4.09","4.05"
"5.33","6.45","4.88","2.55","3.06","3.38","4.09","4.05","4"
"8.95","7.74","6.74","3.06","3.38","3.54","4.05","4","3.57"
"14.09","9.39","9.03","3.38","3.54","3.33","4","3.57","4.13"
"27.82","19.18","15.39","3.54","3.33","2.99","3.57","4.13","4.54"
